module id,category,module gds name,origin x [um],origin y [um],count,wchannel [nm],num fingers,lchannel [nm],lcontact [nm],loverlap [nm],gate asymmetry [nm],w_nmos [nm],w_pmos [nm],module description
'1998',FET,mod_gated_diode_asym_left_lc_0.12_lch_0.08_lov_0.06_w_4.0,18050,13410.0,1,4000.0,None,80.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'1999',FET,mod_gated_diode_asym_left_lc_0.20_lch_0.16_lov_0.02_w_4.0,18100,13410.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2000',FET,mod_gated_diode_asym_left_lc_0.20_lch_0.12_lov_0.02_w_4.0,18150,13410.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2001',FET,mod_gated_diode_asym_left_lc_0.20_lch_0.08_lov_0.02_w_4.0,18200,13410.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2002',FET,mod_gated_diode_asym_left_lc_0.16_lch_0.16_lov_0.02_w_4.0,18250,13410.0,1,4000.0,None,160.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2003',FET,mod_gated_diode_asym_left_lc_0.16_lch_0.12_lov_0.02_w_4.0,18300,13410.0,1,4000.0,None,120.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2004',FET,mod_gated_diode_asym_left_lc_0.16_lch_0.08_lov_0.02_w_4.0,18350,13410.0,1,4000.0,None,80.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2005',FET,mod_gated_diode_asym_left_lc_0.12_lch_0.16_lov_0.02_w_4.0,18400,13410.0,1,4000.0,None,160.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2006',FET,mod_gated_diode_asym_left_lc_0.12_lch_0.12_lov_0.02_w_4.0,18450,13410.0,1,4000.0,None,120.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2007',FET,mod_gated_diode_asym_left_lc_0.12_lch_0.08_lov_0.02_w_4.0,18500,13410.0,1,4000.0,None,80.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2008',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.16_lov_0.06_w_4.0,17650,13410.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2009',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.12_lov_0.06_w_4.0,17700,13410.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2010',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.08_lov_0.06_w_4.0,17750,13410.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2011',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.16_lov_0.06_w_4.0,17800,13410.0,1,4000.0,None,160.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2012',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.12_lov_0.06_w_4.0,17850,13410.0,1,4000.0,None,120.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2013',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.08_lov_0.06_w_4.0,17900,13410.0,1,4000.0,None,80.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2014',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.16_lov_0.06_w_4.0,17950,13410.0,1,4000.0,None,160.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2015',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.12_lov_0.06_w_4.0,18000,13410.0,1,4000.0,None,120.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2016',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.08_lov_0.06_w_4.0,18050,13410.0,1,4000.0,None,80.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2017',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.16_lov_0.02_w_4.0,18100,13410.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2018',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.12_lov_0.02_w_4.0,18150,13410.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2019',FET,mod_gated_diode_asym_right_lc_0.20_lch_0.08_lov_0.02_w_4.0,18200,13410.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2020',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.16_lov_0.02_w_4.0,18250,13410.0,1,4000.0,None,160.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2021',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.12_lov_0.02_w_4.0,18300,13410.0,1,4000.0,None,120.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2022',FET,mod_gated_diode_asym_right_lc_0.16_lch_0.08_lov_0.02_w_4.0,18350,13410.0,1,4000.0,None,80.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2023',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.16_lov_0.02_w_4.0,18400,13410.0,1,4000.0,None,160.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2024',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.12_lov_0.02_w_4.0,18450,13410.0,1,4000.0,None,120.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2025',FET,mod_gated_diode_asym_right_lc_0.12_lch_0.08_lov_0.02_w_4.0,18500,13410.0,1,4000.0,None,80.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2026',FET,mod_gated_diode_fingered_lc_0.28_lch_0.16_lov_0.06_w_4.0,17650,16740.0,1,4000.0,None,160.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2027',FET,mod_gated_diode_fingered_lc_0.28_lch_0.12_lov_0.06_w_4.0,17700,16740.0,1,4000.0,None,120.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2028',FET,mod_gated_diode_fingered_lc_0.28_lch_0.08_lov_0.06_w_4.0,17750,16740.0,1,4000.0,None,80.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2029',FET,mod_gated_diode_fingered_lc_0.24_lch_0.16_lov_0.06_w_4.0,17800,16740.0,1,4000.0,None,160.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2030',FET,mod_gated_diode_fingered_lc_0.24_lch_0.12_lov_0.06_w_4.0,17850,16740.0,1,4000.0,None,120.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2031',FET,mod_gated_diode_fingered_lc_0.24_lch_0.08_lov_0.06_w_4.0,17900,16740.0,1,4000.0,None,80.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2032',FET,mod_gated_diode_fingered_lc_0.20_lch_0.16_lov_0.06_w_4.0,17950,16740.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2033',FET,mod_gated_diode_fingered_lc_0.20_lch_0.12_lov_0.06_w_4.0,18000,16740.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2034',FET,mod_gated_diode_fingered_lc_0.20_lch_0.08_lov_0.06_w_4.0,18050,16740.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2035',FET,mod_gated_diode_fingered_lc_0.28_lch_0.16_lov_0.02_w_4.0,18100,16740.0,1,4000.0,None,160.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2036',FET,mod_gated_diode_fingered_lc_0.28_lch_0.12_lov_0.02_w_4.0,18150,16740.0,1,4000.0,None,120.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2037',FET,mod_gated_diode_fingered_lc_0.28_lch_0.08_lov_0.02_w_4.0,18200,16740.0,1,4000.0,None,80.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2038',FET,mod_gated_diode_fingered_lc_0.24_lch_0.16_lov_0.02_w_4.0,18250,16740.0,1,4000.0,None,160.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2039',FET,mod_gated_diode_fingered_lc_0.24_lch_0.12_lov_0.02_w_4.0,18300,16740.0,1,4000.0,None,120.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2040',FET,mod_gated_diode_fingered_lc_0.24_lch_0.08_lov_0.02_w_4.0,18350,16740.0,1,4000.0,None,80.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2041',FET,mod_gated_diode_fingered_lc_0.20_lch_0.16_lov_0.02_w_4.0,18400,16740.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2042',FET,mod_gated_diode_fingered_lc_0.20_lch_0.12_lov_0.02_w_4.0,18450,16740.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2043',FET,mod_gated_diode_fingered_lc_0.20_lch_0.08_lov_0.02_w_4.0,18500,16740.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2044',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.16_lov_0.06_w_4.0,17650,16740.0,1,4000.0,None,160.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2045',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.12_lov_0.06_w_4.0,17700,16740.0,1,4000.0,None,120.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2046',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.08_lov_0.06_w_4.0,17750,16740.0,1,4000.0,None,80.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2047',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.16_lov_0.06_w_4.0,17800,16740.0,1,4000.0,None,160.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2048',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.12_lov_0.06_w_4.0,17850,16740.0,1,4000.0,None,120.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2049',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.08_lov_0.06_w_4.0,17900,16740.0,1,4000.0,None,80.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2050',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.16_lov_0.06_w_4.0,17950,16740.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2051',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.12_lov_0.06_w_4.0,18000,16740.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2052',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.08_lov_0.06_w_4.0,18050,16740.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2053',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.16_lov_0.02_w_4.0,18100,16740.0,1,4000.0,None,160.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2054',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.12_lov_0.02_w_4.0,18150,16740.0,1,4000.0,None,120.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2055',FET,mod_gated_diode_fingered_asym_n_lc_0.28_lch_0.08_lov_0.02_w_4.0,18200,16740.0,1,4000.0,None,80.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2056',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.16_lov_0.02_w_4.0,18250,16740.0,1,4000.0,None,160.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2057',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.12_lov_0.02_w_4.0,18300,16740.0,1,4000.0,None,120.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2058',FET,mod_gated_diode_fingered_asym_n_lc_0.24_lch_0.08_lov_0.02_w_4.0,18350,16740.0,1,4000.0,None,80.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2059',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.16_lov_0.02_w_4.0,18400,16740.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2060',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.12_lov_0.02_w_4.0,18450,16740.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2061',FET,mod_gated_diode_fingered_asym_n_lc_0.20_lch_0.08_lov_0.02_w_4.0,18500,16740.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2062',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.16_lov_0.06_w_4.0,17650,16740.0,1,4000.0,None,160.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2063',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.12_lov_0.06_w_4.0,17700,16740.0,1,4000.0,None,120.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2064',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.08_lov_0.06_w_4.0,17750,16740.0,1,4000.0,None,80.0,280.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2065',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.16_lov_0.06_w_4.0,17800,16740.0,1,4000.0,None,160.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2066',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.12_lov_0.06_w_4.0,17850,16740.0,1,4000.0,None,120.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2067',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.08_lov_0.06_w_4.0,17900,16740.0,1,4000.0,None,80.0,240.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2068',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.16_lov_0.06_w_4.0,17950,16740.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2069',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.12_lov_0.06_w_4.0,18000,16740.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2070',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.08_lov_0.06_w_4.0,18050,16740.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2071',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.16_lov_0.02_w_4.0,18100,16740.0,1,4000.0,None,160.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2072',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.12_lov_0.02_w_4.0,18150,16740.0,1,4000.0,None,120.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2073',FET,mod_gated_diode_fingered_asym_p_lc_0.28_lch_0.08_lov_0.02_w_4.0,18200,16740.0,1,4000.0,None,80.0,280.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2074',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.16_lov_0.02_w_4.0,18250,16740.0,1,4000.0,None,160.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2075',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.12_lov_0.02_w_4.0,18300,16740.0,1,4000.0,None,120.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2076',FET,mod_gated_diode_fingered_asym_p_lc_0.24_lch_0.08_lov_0.02_w_4.0,18350,16740.0,1,4000.0,None,80.0,240.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2077',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.16_lov_0.02_w_4.0,18400,16740.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2078',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.12_lov_0.02_w_4.0,18450,16740.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2079',FET,mod_gated_diode_fingered_asym_p_lc_0.20_lch_0.08_lov_0.02_w_4.0,18500,16740.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2080',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.16_lov_0.06_w_4.0,17650,20070.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2081',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.12_lov_0.06_w_4.0,17700,20070.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2082',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.08_lov_0.06_w_4.0,17750,20070.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2083',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.16_lov_0.06_w_4.0,17800,20070.0,1,4000.0,None,160.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2084',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.12_lov_0.06_w_4.0,17850,20070.0,1,4000.0,None,120.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2085',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.08_lov_0.06_w_4.0,17900,20070.0,1,4000.0,None,80.0,160.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2086',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.16_lov_0.06_w_4.0,17950,20070.0,1,4000.0,None,160.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2087',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.12_lov_0.06_w_4.0,18000,20070.0,1,4000.0,None,120.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2088',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.08_lov_0.06_w_4.0,18050,20070.0,1,4000.0,None,80.0,120.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2089',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.16_lov_0.02_w_4.0,18100,20070.0,1,4000.0,None,160.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2090',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.12_lov_0.02_w_4.0,18150,20070.0,1,4000.0,None,120.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2091',FET,mod_gated_diode_dummy_1_lc_0.20_lch_0.08_lov_0.02_w_4.0,18200,20070.0,1,4000.0,None,80.0,200.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2092',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.16_lov_0.02_w_4.0,18250,20070.0,1,4000.0,None,160.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2093',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.12_lov_0.02_w_4.0,18300,20070.0,1,4000.0,None,120.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2094',FET,mod_gated_diode_dummy_1_lc_0.16_lch_0.08_lov_0.02_w_4.0,18350,20070.0,1,4000.0,None,80.0,160.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2095',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.16_lov_0.02_w_4.0,18400,20070.0,1,4000.0,None,160.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2096',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.12_lov_0.02_w_4.0,18450,20070.0,1,4000.0,None,120.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2097',FET,mod_gated_diode_dummy_1_lc_0.12_lch_0.08_lov_0.02_w_4.0,18500,20070.0,1,4000.0,None,80.0,120.0,20.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2098',FET,mod_gated_diode_dummy_2_lc_0.20_lch_0.16_lov_0.06_w_4.0,17650,20070.0,1,4000.0,None,160.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2099',FET,mod_gated_diode_dummy_2_lc_0.20_lch_0.12_lov_0.06_w_4.0,17700,20070.0,1,4000.0,None,120.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'2100',FET,mod_gated_diode_dummy_2_lc_0.20_lch_0.08_lov_0.06_w_4.0,17750,20070.0,1,4000.0,None,80.0,200.0,60.0,0,None,None,"Gated Diodes Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
