dirname,path,type,lc,lch,lov,gateasym,w,device_id
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_09_09_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_09_09_02,nmos,0.2,0.14,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_09_08_19,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_09_08_19,nmos,0.2,0.14,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_09_07_37,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_09_07_37,nmos,0.2,0.14,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_09_06_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_09_06_54,nmos,0.2,0.14,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_09_06_11,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_09_06_11,nmos,0.2,0.14,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_09_05_29,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_09_05_29,nmos,0.2,0.14,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_09_04_47,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_09_04_47,nmos,0.2,0.14,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_09_04_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_09_04_04,nmos,0.2,0.14,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_09_03_21,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_09_03_21,nmos,0.2,0.14,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_09_16_09,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_09_16_09,nmos,0.2,0.14,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_09_02_38,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_09_02_38,nmos,0.2,0.14,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_09_01_56,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_09_01_56,nmos,0.2,0.14,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_09_01_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_09_01_13,nmos,0.2,0.14,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_09_00_31,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_09_00_31,nmos,0.2,0.14,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_09_15_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_09_15_27,nmos,0.2,0.14,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_09_14_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_09_14_44,nmos,0.2,0.14,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_09_14_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_09_14_01,nmos,0.2,0.14,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_09_13_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_09_13_18,nmos,0.2,0.14,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_09_12_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_09_12_35,nmos,0.2,0.14,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_09_11_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_09_11_53,nmos,0.2,0.14,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_09_11_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_09_11_10,nmos,0.2,0.14,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_09_10_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_09_10_27,nmos,0.2,0.14,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_08_42_43,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_08_42_43,nmos,0.2,0.16,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_08_35_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_08_35_35,nmos,0.2,0.16,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_08_34_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_08_34_53,nmos,0.2,0.16,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_08_34_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_08_34_10,nmos,0.2,0.16,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_08_33_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_08_33_28,nmos,0.2,0.16,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_08_32_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_08_32_45,nmos,0.2,0.16,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_08_32_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_08_32_02,nmos,0.2,0.16,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_08_31_20,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_08_31_20,nmos,0.2,0.16,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_08_30_37,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_08_30_37,nmos,0.2,0.16,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_08_29_55,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_08_29_55,nmos,0.2,0.16,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_08_29_12,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_08_29_12,nmos,0.2,0.16,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_08_42_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_08_42_00,nmos,0.2,0.16,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_08_28_29,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_08_28_29,nmos,0.2,0.16,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_08_27_47,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_08_27_47,nmos,0.2,0.16,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_08_27_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_08_27_04,nmos,0.2,0.16,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_08_26_22,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_08_26_22,nmos,0.2,0.16,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_08_41_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_08_41_18,nmos,0.2,0.16,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_08_40_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_08_40_35,nmos,0.2,0.16,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_08_39_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_08_39_53,nmos,0.2,0.16,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_08_39_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_08_39_10,nmos,0.2,0.16,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_08_38_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_08_38_28,nmos,0.2,0.16,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_08_37_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_08_37_45,nmos,0.2,0.16,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_08_37_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_08_37_01,nmos,0.2,0.16,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_08_36_19,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_08_36_19,nmos,0.2,0.16,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_08_08_35,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_08_08_35,nmos,0.2,0.2,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_08_01_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_08_01_28,nmos,0.2,0.2,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_08_00_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_08_00_45,nmos,0.2,0.2,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_08_00_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_08_00_02,nmos,0.2,0.2,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_07_59_20,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_07_59_20,nmos,0.2,0.2,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_07_58_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_07_58_44,nmos,0.2,0.2,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_07_58_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_07_58_01,nmos,0.2,0.2,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_07_57_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_07_57_18,nmos,0.2,0.2,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_07_56_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_07_56_36,nmos,0.2,0.2,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_07_55_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_07_55_53,nmos,0.2,0.2,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_07_55_11,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_07_55_11,nmos,0.2,0.2,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_08_07_52,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_08_07_52,nmos,0.2,0.2,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_07_54_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_07_54_28,nmos,0.2,0.2,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_07_53_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_07_53_45,nmos,0.2,0.2,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_07_53_03,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_07_53_03,nmos,0.2,0.2,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_07_52_20,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_07_52_20,nmos,0.2,0.2,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_08_07_09,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_08_07_09,nmos,0.2,0.2,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_08_06_26,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_08_06_26,nmos,0.2,0.2,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_08_05_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_08_05_44,nmos,0.2,0.2,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_08_05_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_08_05_01,nmos,0.2,0.2,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_08_04_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_08_04_18,nmos,0.2,0.2,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_08_03_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_08_03_36,nmos,0.2,0.2,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_08_02_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_08_02_53,nmos,0.2,0.2,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_08_02_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_08_02_10,nmos,0.2,0.2,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_07_34_37,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_07_34_37,nmos,0.2,0.4,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_07_27_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_07_27_27,nmos,0.2,0.4,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_07_26_43,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.20_lch_0.40_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_07_26_43,nmos,0.2,0.4,0.06,0.0,4.0,11
